epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,6.99188,1.6741,0.37209,0.95349,1.35,3.1e-05,3.1e-05,0.069031
2,13.2624,1.36874,0.47287,0.99225,1.18623,6.05052e-05,6.05052e-05,0.0370605
3,16.8372,1.20962,0.49612,1,1.31289,8.7476e-05,8.7476e-05,0.00508748
4,20.2713,1.11159,0.50388,1,1.33633,8.812e-05,8.812e-05,8.812e-05
5,23.7277,1.00909,0.47287,1,1.37441,8.416e-05,8.416e-05,8.416e-05
6,27.1341,0.97798,0.51938,0.99225,1.06963,8.02e-05,8.02e-05,8.02e-05
7,30.8045,0.89273,0.52713,1,1.16797,7.624e-05,7.624e-05,7.624e-05
8,34.4464,0.82871,0.54264,1,0.92249,7.228e-05,7.228e-05,7.228e-05
9,37.8699,0.75961,0.51163,1,0.94639,6.832e-05,6.832e-05,6.832e-05
10,41.2728,0.69845,0.55039,1,1.04844,6.436e-05,6.436e-05,6.436e-05
11,47.5611,0.61619,0.5814,1,0.90698,6.04e-05,6.04e-05,6.04e-05
12,51.3164,0.5956,0.5814,1,1.22852,5.644e-05,5.644e-05,5.644e-05
13,55.1296,0.59961,0.55814,0.99225,1.47334,5.248e-05,5.248e-05,5.248e-05
14,58.6107,0.54131,0.53488,0.99225,1.31455,4.852e-05,4.852e-05,4.852e-05
15,62.1826,0.51124,0.55039,0.99225,0.99877,4.456e-05,4.456e-05,4.456e-05
16,67.6294,0.47965,0.56589,0.99225,0.96672,4.06e-05,4.06e-05,4.06e-05
