epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.49698,1.79347,0.37692,0.94615,1.52207,3.5885e-06,3.5885e-06,0.0680036
2,10.8266,1.50866,0.38462,0.96923,1.52832,6.85535e-06,6.85535e-06,0.0350069
3,16.8219,1.42123,0.43077,0.96923,1.36328,9.68171e-06,9.68171e-06,0.00200968
4,19.8209,1.3835,0.44615,0.98462,1.45156,9.21191e-06,9.21191e-06,9.21191e-06
5,22.9764,1.39084,0.44615,0.96154,1.36133,8.54452e-06,8.54452e-06,8.54452e-06
6,29.0607,1.33557,0.44615,0.97692,1.3293,7.87713e-06,7.87713e-06,7.87713e-06
7,34.2798,1.37821,0.47692,0.98462,1.21855,7.20974e-06,7.20974e-06,7.20974e-06
8,37.9018,1.34785,0.43077,0.99231,1.21484,6.54235e-06,6.54235e-06,6.54235e-06
9,41.2719,1.35532,0.45385,0.98462,1.22637,5.87497e-06,5.87497e-06,5.87497e-06
10,44.2195,1.33343,0.47692,0.97692,1.30684,5.20758e-06,5.20758e-06,5.20758e-06
11,47.2986,1.34829,0.46154,0.99231,1.25098,4.54019e-06,4.54019e-06,4.54019e-06
12,53.6191,1.31345,0.5,0.99231,1.24766,3.8728e-06,3.8728e-06,3.8728e-06
13,56.8597,1.31074,0.50769,0.99231,1.21719,3.20541e-06,3.20541e-06,3.20541e-06
14,59.9769,1.32565,0.47692,0.99231,1.27207,2.53802e-06,2.53802e-06,2.53802e-06
15,62.9038,1.33179,0.46923,0.99231,1.26719,1.87063e-06,1.87063e-06,1.87063e-06
