epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.16978,1.77138,0.39231,0.96923,1.37861,0.000425959,0.000425959,0.068426
2,10.2997,1.35168,0.37692,0.98462,1.31172,0.00080835,0.00080835,0.0358083
3,16.472,1.24504,0.43077,0.98462,1.50156,0.00113299,0.00113299,0.00313299
4,20.0799,1.16351,0.37692,0.96923,1.91504,0.0010686,0.0010686,0.0010686
5,23.0577,1.19311,0.49231,0.96923,1.36064,0.000981094,0.000981094,0.000981094
6,32.4898,1.04295,0.42308,0.96154,1.48701,0.000893587,0.000893587,0.000893587
7,37.5985,0.94901,0.46154,0.95385,2.86445,0.00080608,0.00080608,0.00080608
8,41.8722,0.92371,0.47692,0.96154,1.98984,0.000718573,0.000718573,0.000718573
9,45.7519,0.92326,0.50769,0.96923,1.66035,0.000631066,0.000631066,0.000631066
10,53.1451,0.85503,0.46923,0.98462,1.68691,0.000543559,0.000543559,0.000543559
11,57.3586,0.85191,0.47692,0.98462,1.96816,0.000456052,0.000456052,0.000456052
12,61.6835,0.77263,0.5,0.99231,1.52725,0.000368545,0.000368545,0.000368545
13,65.0536,0.6358,0.51538,0.98462,1.64434,0.000281038,0.000281038,0.000281038
14,68.1939,0.59854,0.48462,0.98462,1.9418,0.000193531,0.000193531,0.000193531
15,72.2218,0.61579,0.51538,0.98462,1.66221,0.000106024,0.000106024,0.000106024
