epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.11937,1.83985,0.3,0.93846,1.67031,0.00146693,0.00146693,0.0694669
2,10.3021,1.66351,0.4,0.97692,1.51797,0.00281248,0.00281248,0.0378125
3,13.7542,1.45415,0.42308,0.99231,1.34473,0.00398822,0.00398822,0.00598822
4,17.5701,1.29082,0.42308,1,1.36621,0.00381234,0.00381234,0.00381234
5,20.3371,1.15717,0.49231,0.98462,1.36035,0.00355507,0.00355507,0.00355507
6,25.8966,1.04011,0.51538,0.97692,1.13633,0.0032978,0.0032978,0.0032978
7,29.5099,0.92716,0.5,0.97692,1.55254,0.00304053,0.00304053,0.00304053
8,32.6985,0.87868,0.55385,0.98462,1.09971,0.00278326,0.00278326,0.00278326
9,35.9472,0.88038,0.53077,0.99231,1.00068,0.00252599,0.00252599,0.00252599
10,39.0115,0.83198,0.53846,0.98462,1.21104,0.00226872,0.00226872,0.00226872
11,44.0775,0.80143,0.56154,0.98462,1.05244,0.00201145,0.00201145,0.00201145
12,48.1433,0.65122,0.57692,0.98462,1.08359,0.00175418,0.00175418,0.00175418
13,51.4573,0.68847,0.55385,0.98462,1.07236,0.00149691,0.00149691,0.00149691
14,54.2084,0.5995,0.57692,0.98462,1.29062,0.00123964,0.00123964,0.00123964
15,57.8694,0.68132,0.56154,0.98462,1.15791,0.000982375,0.000982375,0.000982375
