epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.4252,1.63969,0.44961,0.96124,1.26611,4.25373e-05,4.25373e-05,0.0680425
2,10.0351,1.3409,0.50388,0.99225,1.09834,8.17418e-05,8.17418e-05,0.0350817
3,12.0793,1.12982,0.54264,0.99225,1.17725,0.000116212,0.000116212,0.00211621
4,14.1197,1.01438,0.65116,1,0.85898,0.000111412,0.000111412,0.000111412
5,16.1507,0.88139,0.66667,1,0.87324,0.000104239,0.000104239,0.000104239
6,19.9717,0.76967,0.68992,1,0.82861,9.70665e-05,9.70665e-05,9.70665e-05
7,22.3457,0.71299,0.65116,1,0.76365,8.98939e-05,8.98939e-05,8.98939e-05
8,24.5449,0.62776,0.69767,0.99225,0.73867,8.27214e-05,8.27214e-05,8.27214e-05
9,26.5905,0.56496,0.65891,1,0.83564,7.55488e-05,7.55488e-05,7.55488e-05
10,28.6322,0.51924,0.68217,1,0.80991,6.83763e-05,6.83763e-05,6.83763e-05
11,30.7843,0.51194,0.64341,1,1.14307,6.12038e-05,6.12038e-05,6.12038e-05
12,32.9233,0.4457,0.68217,1,0.80293,5.40312e-05,5.40312e-05,5.40312e-05
13,35.0124,0.38338,0.68217,0.99225,0.75952,4.68587e-05,4.68587e-05,4.68587e-05
14,37.1809,0.39236,0.69767,1,0.75803,3.96861e-05,3.96861e-05,3.96861e-05
15,39.1774,0.35654,0.69767,0.99225,0.71812,3.25136e-05,3.25136e-05,3.25136e-05
