epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.49725,1.72536,0.39231,0.97692,1.36738,6.3239e-05,6.3239e-05,0.0680632
2,9.77247,1.34597,0.46154,0.99231,1.44004,0.00012045,0.00012045,0.0351205
3,11.813,1.13298,0.47692,0.98462,1.01035,0.000169534,0.000169534,0.00216953
4,13.9147,0.95015,0.44615,0.99231,1.27988,0.00016068,0.00016068,0.00016068
5,16.0322,0.84712,0.5,0.99231,1.09189,0.000148366,0.000148366,0.000148366
6,19.0122,0.69623,0.54615,0.99231,0.92939,0.000136052,0.000136052,0.000136052
7,21.2755,0.62754,0.55385,0.99231,0.90068,0.000123738,0.000123738,0.000123738
8,23.4595,0.54086,0.53846,0.99231,1.16875,0.000111424,0.000111424,0.000111424
9,25.586,0.49449,0.53077,0.99231,1.15059,9.91096e-05,9.91096e-05,9.91096e-05
10,27.6594,0.39428,0.55385,1,1.32666,8.67956e-05,8.67956e-05,8.67956e-05
11,29.7479,0.39559,0.54615,0.99231,0.97996,7.44815e-05,7.44815e-05,7.44815e-05
12,31.9298,0.36607,0.54615,1,1.04199,6.21675e-05,6.21675e-05,6.21675e-05
13,33.9702,0.35679,0.55385,1,1.02278,4.98534e-05,4.98534e-05,4.98534e-05
14,36.1802,0.27334,0.57692,1,1.54932,3.75394e-05,3.75394e-05,3.75394e-05
15,41.7868,0.30465,0.56923,1,1.32695,2.52254e-05,2.52254e-05,2.52254e-05
