epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.28587,1.82996,0.27692,0.94615,1.68164,0.00115812,0.00115812,0.0691581
2,10.5679,1.66351,0.40769,0.97692,1.56211,0.00221112,0.00221112,0.0372111
3,13.7221,1.46506,0.40769,1,1.41465,0.00312063,0.00312063,0.00512063
4,16.6614,1.32831,0.4,0.99231,1.38164,0.00296691,0.00296691,0.00296691
5,19.5109,1.22435,0.5,0.99231,1.30156,0.0027495,0.0027495,0.0027495
6,23.5891,1.11596,0.46923,0.98462,1.21738,0.00253209,0.00253209,0.00253209
7,26.4982,1.02174,0.51538,0.98462,1.43301,0.00231468,0.00231468,0.00231468
8,29.3449,0.9923,0.50769,0.98462,1.07539,0.00209727,0.00209727,0.00209727
9,32.4858,0.99796,0.47692,1,1.07832,0.00187986,0.00187986,0.00187986
10,35.4338,0.93955,0.51538,0.98462,1.20254,0.00166245,0.00166245,0.00166245
11,38.3611,0.90246,0.53846,0.98462,1.04893,0.00144504,0.00144504,0.00144504
12,43.4066,0.83937,0.56154,0.98462,1.0166,0.00122763,0.00122763,0.00122763
13,46.6394,0.82117,0.56154,0.98462,1.07412,0.00101022,0.00101022,0.00101022
14,49.7709,0.78546,0.55385,0.99231,1.16172,0.000792815,0.000792815,0.000792815
15,52.7851,0.84188,0.54615,0.99231,1.07148,0.000575405,0.000575405,0.000575405
