epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,8.13565,1.84403,0.26154,0.93077,1.70781,0.00161762,0.00161762,0.0822237
2,13.475,1.67402,0.37692,0.95385,1.55234,0.00310276,0.00310276,0.0637088
3,16.5282,1.46941,0.43846,0.98462,1.44473,0.00440207,0.00440207,0.0450081
4,19.5294,1.31443,0.53846,0.98462,1.24238,0.00551554,0.00551554,0.0261216
5,22.3041,1.18835,0.53846,0.98462,1.02002,0.00644317,0.00644317,0.00704923
6,27.1913,1.07041,0.54615,0.98462,1.04844,0.00601786,0.00601786,0.00601786
7,30.1148,1.00688,0.57692,0.97692,0.97549,0.00555327,0.00555327,0.00555327
8,33.3213,0.93526,0.54615,0.98462,0.96602,0.00508868,0.00508868,0.00508868
9,36.8038,0.90939,0.55385,0.97692,1.16904,0.00462408,0.00462408,0.00462408
10,39.8248,0.84246,0.60769,0.99231,1.30264,0.00415949,0.00415949,0.00415949
11,42.9856,0.79668,0.57692,0.99231,1.09834,0.00369489,0.00369489,0.00369489
12,48.381,0.71056,0.60769,0.99231,0.94834,0.0032303,0.0032303,0.0032303
13,51.8651,0.69635,0.54615,0.99231,0.98789,0.00276571,0.00276571,0.00276571
14,54.92,0.6413,0.54615,0.98462,1.40049,0.00230111,0.00230111,0.00230111
15,57.9492,0.68138,0.62308,0.99231,0.93955,0.00183652,0.00183652,0.00183652
