epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.99601,1.7508,0.36154,0.93846,1.58066,4.25373e-05,4.25373e-05,0.0680425
2,10.8933,1.44497,0.45385,0.98462,1.42344,8.17418e-05,8.17418e-05,0.0350817
3,13.6911,1.2839,0.53077,0.99231,1.28711,0.000116212,0.000116212,0.00211621
4,18.3961,1.11398,0.51538,0.99231,1.12842,0.000111412,0.000111412,0.000111412
5,21.2658,1.04621,0.51538,1,1.29258,0.000104239,0.000104239,0.000104239
6,25.3919,0.92072,0.53077,1,0.99214,9.70665e-05,9.70665e-05,9.70665e-05
7,28.3785,0.84736,0.52308,1,1.14619,8.98939e-05,8.98939e-05,8.98939e-05
8,31.3281,0.79489,0.52308,1,1.33359,8.27214e-05,8.27214e-05,8.27214e-05
9,34.2614,0.71515,0.53077,1,1.02959,7.55488e-05,7.55488e-05,7.55488e-05
10,37.2236,0.66545,0.51538,1,1.25977,6.83763e-05,6.83763e-05,6.83763e-05
11,40.6396,0.65112,0.51538,1,0.95039,6.12038e-05,6.12038e-05,6.12038e-05
12,44.693,0.61919,0.52308,1,1.09092,5.40312e-05,5.40312e-05,5.40312e-05
13,47.5895,0.55993,0.55385,1,1.16152,4.68587e-05,4.68587e-05,4.68587e-05
14,52.8689,0.49285,0.54615,1,1.3957,3.96861e-05,3.96861e-05,3.96861e-05
15,55.7784,0.54039,0.54615,1,1.05977,3.25136e-05,3.25136e-05,3.25136e-05
