epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.38816,1.81494,0.32308,0.93077,1.68145,0.00219058,0.00219058,0.0701906
2,10.6114,1.59412,0.4,0.96154,1.49648,0.00419258,0.00419258,0.0391926
3,13.6434,1.38463,0.5,0.97692,1.38184,0.00593358,0.00593358,0.00793358
4,16.8224,1.19551,0.52308,0.99231,1.28984,0.00565922,0.00565922,0.00565922
5,19.9574,1.08377,0.55385,0.98462,1.11162,0.00526377,0.00526377,0.00526377
6,24.331,0.94599,0.53846,0.98462,1.00303,0.00486832,0.00486832,0.00486832
7,27.1122,0.93627,0.57692,0.98462,0.94004,0.00447287,0.00447287,0.00447287
8,29.9575,0.87625,0.56154,0.98462,0.93535,0.00407742,0.00407742,0.00407742
9,33.1208,0.85041,0.63077,0.98462,1.07988,0.00368197,0.00368197,0.00368197
10,36.7443,0.78131,0.54615,0.99231,1.18555,0.00328652,0.00328652,0.00328652
11,41.99,0.72218,0.58462,0.99231,0.9707,0.00289107,0.00289107,0.00289107
12,45.4735,0.68037,0.6,0.98462,0.92373,0.00249562,0.00249562,0.00249562
13,48.9045,0.67512,0.58462,0.98462,0.90469,0.00210017,0.00210017,0.00210017
14,53.4425,0.60475,0.58462,0.99231,1.27988,0.00170472,0.00170472,0.00170472
15,56.2947,0.64623,0.61538,0.99231,0.91348,0.00130927,0.00130927,0.00130927
