epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.20551,1.65734,0.39231,0.97692,1.29541,0.000111649,0.000111649,0.0681116
2,6.38262,1.17568,0.5,0.98462,1.04321,0.00021352,0.00021352,0.0352135
3,8.42845,0.89323,0.45385,0.98462,1.8252,0.000301921,0.000301921,0.00230192
4,10.4287,0.73743,0.52308,0.98462,1.4416,0.000287674,0.000287674,0.000287674
5,12.4908,0.61104,0.53077,0.97692,1.43457,0.000267264,0.000267264,0.000267264
6,15.6032,0.43142,0.55385,0.98462,1.20518,0.000246855,0.000246855,0.000246855
7,17.71,0.35233,0.53077,0.96923,1.90117,0.000226446,0.000226446,0.000226446
8,19.9023,0.31609,0.52308,0.98462,1.64844,0.000206036,0.000206036,0.000206036
9,21.9094,0.31284,0.53846,0.97692,1.33345,0.000185627,0.000185627,0.000185627
10,23.9948,0.25276,0.50769,0.97692,1.49805,0.000165217,0.000165217,0.000165217
11,26.1321,0.25431,0.54615,0.96923,1.34268,0.000144808,0.000144808,0.000144808
12,28.263,0.20464,0.46154,0.97692,1.44706,0.000124399,0.000124399,0.000124399
13,33.962,0.20367,0.48462,0.98462,1.37038,0.000103989,0.000103989,0.000103989
14,36.0237,0.1656,0.51538,0.97692,1.37456,8.35798e-05,8.35798e-05,8.35798e-05
15,38.1491,0.1817,0.49231,0.96923,1.48096,6.31704e-05,6.31704e-05,6.31704e-05
