epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,6.93339,1.7095,0.41538,0.96923,1.33848,7.03682e-06,7.03682e-06,0.0806131
2,10.0581,1.37997,0.42308,0.98462,1.49961,1.35118e-05,1.35118e-05,0.0606196
3,15.7919,1.22651,0.50769,0.99231,1.05664,1.91929e-05,1.91929e-05,0.0406253
4,21.1962,1.09605,0.48462,0.99231,1.22793,2.40802e-05,2.40802e-05,0.0206301
5,25.0011,1.07019,0.49231,0.99231,1.10625,2.81738e-05,2.81738e-05,0.000634234
6,29.8818,0.99449,0.53077,0.99231,1.00381,2.63611e-05,2.63611e-05,2.63611e-05
7,33.4385,0.99049,0.5,1,0.97686,2.43766e-05,2.43766e-05,2.43766e-05
8,39.0664,0.93494,0.53846,1,0.98613,2.23921e-05,2.23921e-05,2.23921e-05
9,42.0206,0.95489,0.53846,0.99231,1.01279,2.04076e-05,2.04076e-05,2.04076e-05
10,44.8949,0.92912,0.57692,0.99231,1.0377,1.84231e-05,1.84231e-05,1.84231e-05
11,50.5292,0.86893,0.58462,0.99231,0.87578,1.64385e-05,1.64385e-05,1.64385e-05
12,54.2816,0.85644,0.57692,0.99231,0.88247,1.4454e-05,1.4454e-05,1.4454e-05
13,58.0466,0.85726,0.56923,0.99231,0.89434,1.24695e-05,1.24695e-05,1.24695e-05
14,61.3155,0.79582,0.57692,0.99231,1.07412,1.0485e-05,1.0485e-05,1.0485e-05
15,65.2631,0.83351,0.56923,0.99231,1.02734,8.50053e-06,8.50053e-06,8.50053e-06
