epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,6.17516,1.8166,0.34615,0.93846,1.72148,0.00226328,0.00226328,0.0780209
2,9.25731,1.58094,0.42308,0.94615,1.44062,0.00430202,0.00430202,0.0550596
3,12.2741,1.37636,0.45385,0.98462,1.29375,0.00604095,0.00604095,0.0317985
4,15.2935,1.16639,0.53846,0.99231,1.22441,0.00748008,0.00748008,0.00823766
5,18.7868,1.08153,0.55385,0.99231,1.16475,0.00693757,0.00693757,0.00693757
6,22.9023,0.96191,0.56154,1,0.9686,0.00633796,0.00633796,0.00633796
7,25.8693,0.89089,0.56923,1,1.2752,0.00573835,0.00573835,0.00573835
8,31.0941,0.80523,0.63846,0.99231,1.42617,0.00513874,0.00513874,0.00513874
9,34.7225,0.77403,0.62308,0.98462,1.06968,0.00453913,0.00453913,0.00453913
10,39.1981,0.7008,0.6,0.99231,1.14795,0.00393951,0.00393951,0.00393951
11,43.8252,0.65628,0.58462,0.99231,1.0082,0.0033399,0.0033399,0.0033399
12,47.0816,0.63266,0.56923,0.99231,1.21494,0.00274029,0.00274029,0.00274029
13,50.3453,0.58396,0.59231,0.99231,1.11533,0.00214068,0.00214068,0.00214068
14,53.6989,0.50856,0.56923,0.98462,1.25957,0.00154107,0.00154107,0.00154107
15,57.5603,0.58863,0.6,0.98462,1.06826,0.000941458,0.000941458,0.000941458
