epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.07895,1.81576,0.36154,0.95385,1.6293,0.00219058,0.00219058,0.0701906
2,8.15364,1.58605,0.42308,0.97692,1.4418,0.00419258,0.00419258,0.0391926
3,10.8996,1.3461,0.42308,0.98462,1.3002,0.00593358,0.00593358,0.00793358
4,13.7362,1.1856,0.47692,1,1.3127,0.00565922,0.00565922,0.00565922
5,16.3626,1.04139,0.49231,0.98462,1.37422,0.00526377,0.00526377,0.00526377
6,20.898,0.91792,0.58462,0.98462,1.11855,0.00486832,0.00486832,0.00486832
7,23.93,0.80802,0.57692,0.98462,1.49082,0.00447287,0.00447287,0.00447287
8,26.8533,0.78286,0.57692,0.98462,1.04854,0.00407742,0.00407742,0.00407742
9,30.4852,0.77389,0.53846,0.98462,1.06934,0.00368197,0.00368197,0.00368197
10,35.5682,0.72484,0.53077,0.98462,1.25273,0.00328652,0.00328652,0.00328652
11,38.7295,0.69925,0.56154,0.98462,1.02476,0.00289107,0.00289107,0.00289107
12,41.9337,0.6075,0.54615,0.98462,1.01001,0.00249562,0.00249562,0.00249562
13,44.851,0.59888,0.56923,0.98462,1.09658,0.00210017,0.00210017,0.00210017
14,47.8819,0.53902,0.55385,0.98462,1.2834,0.00170472,0.00170472,0.00170472
15,52.4028,0.60414,0.59231,0.98462,1.10156,0.00130927,0.00130927,0.00130927
