epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.41799,0.67239,0.60769,1,0.68701,9.42021e-06,9.42021e-06,0.0806155
2,9.82548,0.59129,0.65385,1,0.57793,1.78906e-05,1.78906e-05,0.060624
3,11.9506,0.5635,0.70769,1,0.4929,2.50975e-05,2.50975e-05,0.0406312
4,14.1633,0.51086,0.77692,1,0.4937,3.10411e-05,3.10411e-05,0.0206371
5,16.3689,0.44097,0.76154,1,0.48989,3.57213e-05,3.57213e-05,0.000641782
6,19.3491,0.42137,0.76923,1,0.48735,3.27807e-05,3.27807e-05,3.27807e-05
7,21.4592,0.40849,0.76154,1,0.55586,2.96222e-05,2.96222e-05,2.96222e-05
8,23.6371,0.38874,0.76923,1,0.55498,2.64638e-05,2.64638e-05,2.64638e-05
9,25.9604,0.38973,0.76154,1,0.52148,2.33053e-05,2.33053e-05,2.33053e-05
10,28.1117,0.33689,0.75385,1,0.50806,2.01469e-05,2.01469e-05,2.01469e-05
11,30.2483,0.37515,0.8,1,0.36279,1.69884e-05,1.69884e-05,1.69884e-05
12,32.2797,0.34183,0.78462,1,0.4147,1.383e-05,1.383e-05,1.383e-05
13,34.3388,0.33485,0.77692,1,0.37905,1.06715e-05,1.06715e-05,1.06715e-05
14,36.3913,0.28812,0.76923,1,0.42656,7.51307e-06,7.51307e-06,7.51307e-06
15,38.4789,0.32929,0.77692,1,0.42944,4.35462e-06,4.35462e-06,4.35462e-06
