epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.44126,1.74379,0.35385,0.94615,1.68984,4.25373e-05,4.25373e-05,0.0680425
2,8.4566,1.45424,0.43846,0.97692,1.54902,8.17418e-05,8.17418e-05,0.0350817
3,11.1674,1.25674,0.46923,1,1.28047,0.000116212,0.000116212,0.00211621
4,13.9185,1.14192,0.46923,0.99231,1.13555,0.000111412,0.000111412,0.000111412
5,16.8478,1.05085,0.49231,0.99231,1.23867,0.000104239,0.000104239,0.000104239
6,21.8038,0.89209,0.51538,0.97692,1.43213,9.70665e-05,9.70665e-05,9.70665e-05
7,25.6306,0.82715,0.51538,0.98462,0.99114,8.98939e-05,8.98939e-05,8.98939e-05
8,28.5404,0.782,0.54615,0.97692,1.47812,8.27214e-05,8.27214e-05,8.27214e-05
9,33.5806,0.70098,0.54615,0.98462,1.35684,7.55488e-05,7.55488e-05,7.55488e-05
10,38.1626,0.65402,0.53077,0.97692,1.40313,6.83763e-05,6.83763e-05,6.83763e-05
11,42.9037,0.64556,0.53077,0.97692,1.20645,6.12038e-05,6.12038e-05,6.12038e-05
12,45.8766,0.58496,0.53846,0.96923,1.30625,5.40312e-05,5.40312e-05,5.40312e-05
13,48.8944,0.54994,0.54615,0.96923,1.20928,4.68587e-05,4.68587e-05,4.68587e-05
14,51.8352,0.49738,0.56923,0.96923,1.26787,3.96861e-05,3.96861e-05,3.96861e-05
15,55.3217,0.52124,0.56154,0.96923,1.37354,3.25136e-05,3.25136e-05,3.25136e-05
