epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.05129,1.69861,0.42308,0.96923,1.45879,4.25373e-05,4.25373e-05,0.0680425
2,10.066,1.32733,0.46154,0.94615,1.23789,8.17418e-05,8.17418e-05,0.0350817
3,12.1774,1.13912,0.52308,0.97692,1.40273,0.000116212,0.000116212,0.00211621
4,14.4992,0.97633,0.56154,0.96923,1.22773,0.000111412,0.000111412,0.000111412
5,16.5533,0.90112,0.54615,0.96923,1.15449,0.000104239,0.000104239,0.000104239
6,19.792,0.72798,0.57692,0.97692,1.03516,9.70665e-05,9.70665e-05,9.70665e-05
7,21.9566,0.65799,0.56923,0.97692,1.4832,8.98939e-05,8.98939e-05,8.98939e-05
8,24.0835,0.59863,0.57692,0.97692,1.20488,8.27214e-05,8.27214e-05,8.27214e-05
9,26.1168,0.58388,0.55385,0.97692,1.07266,7.55488e-05,7.55488e-05,7.55488e-05
10,28.2226,0.48699,0.55385,0.98462,1.20918,6.83763e-05,6.83763e-05,6.83763e-05
11,30.4108,0.46816,0.57692,0.97692,1.09111,6.12038e-05,6.12038e-05,6.12038e-05
12,32.5265,0.41781,0.58462,0.97692,1.05083,5.40312e-05,5.40312e-05,5.40312e-05
13,34.5626,0.36396,0.56923,0.98462,1.09971,4.68587e-05,4.68587e-05,4.68587e-05
14,36.6825,0.33141,0.55385,0.97692,1.23945,3.96861e-05,3.96861e-05,3.96861e-05
15,38.7177,0.36728,0.56154,0.97692,1.13374,3.25136e-05,3.25136e-05,3.25136e-05
