epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.32204,1.70607,0.39231,0.96154,1.45156,4.25373e-05,4.25373e-05,0.0680425
2,7.82187,1.33925,0.45385,0.99231,1.39004,8.17418e-05,8.17418e-05,0.0350817
3,10.8942,1.15816,0.46923,0.99231,1.04688,0.000116212,0.000116212,0.00211621
4,13.0011,0.99401,0.45385,0.99231,1.23975,0.000111412,0.000111412,0.000111412
5,15.0389,0.90323,0.53077,0.99231,1.08779,0.000104239,0.000104239,0.000104239
6,17.9308,0.78022,0.51538,0.99231,1.00391,9.70665e-05,9.70665e-05,9.70665e-05
7,21.096,0.71753,0.53846,0.99231,0.87327,8.98939e-05,8.98939e-05,8.98939e-05
8,23.2256,0.63458,0.55385,0.99231,1.05176,8.27214e-05,8.27214e-05,8.27214e-05
9,25.6893,0.59131,0.63077,0.99231,0.99072,7.55488e-05,7.55488e-05,7.55488e-05
10,27.9533,0.48357,0.61538,0.99231,1.21328,6.83763e-05,6.83763e-05,6.83763e-05
11,33.6192,0.48426,0.57692,0.99231,0.94087,6.12038e-05,6.12038e-05,6.12038e-05
12,35.7467,0.44405,0.56923,0.99231,1.09131,5.40312e-05,5.40312e-05,5.40312e-05
13,37.7902,0.4325,0.58462,0.99231,0.98027,4.68587e-05,4.68587e-05,4.68587e-05
14,39.8537,0.34248,0.58462,1,1.3125,3.96861e-05,3.96861e-05,3.96861e-05
15,41.9046,0.35845,0.57692,1,1.13408,3.25136e-05,3.25136e-05,3.25136e-05
