epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.91892,1.80754,0.35659,0.95349,1.62109,0.00226328,0.00226328,0.0780209
2,8.93223,1.60787,0.52713,0.97674,1.27988,0.00430202,0.00430202,0.0550596
3,11.7688,1.36196,0.50388,0.9845,1.38672,0.00604095,0.00604095,0.0317985
4,14.8345,1.2248,0.55814,1,0.99958,0.00748008,0.00748008,0.00823766
5,17.6613,1.09886,0.51938,0.9845,1.32461,0.00693757,0.00693757,0.00693757
6,22.8246,0.98723,0.6124,0.97674,1.01392,0.00633796,0.00633796,0.00633796
7,25.7034,0.93107,0.58915,0.99225,1.02393,0.00573835,0.00573835,0.00573835
8,28.5821,0.86549,0.63566,0.99225,0.81736,0.00513874,0.00513874,0.00513874
9,33.9712,0.79816,0.6124,0.9845,0.81536,0.00453913,0.00453913,0.00453913
10,36.8249,0.71188,0.55039,0.9845,1.34941,0.00393951,0.00393951,0.00393951
11,40.125,0.69078,0.63566,0.99225,1.12891,0.0033399,0.0033399,0.0033399
12,42.8081,0.64761,0.66667,0.99225,1.01689,0.00274029,0.00274029,0.00274029
13,45.4903,0.61736,0.66667,0.9845,0.88525,0.00214068,0.00214068,0.00214068
14,48.7476,0.60454,0.60465,0.9845,0.82156,0.00154107,0.00154107,0.00154107
15,52.3931,0.59396,0.63566,0.9845,0.78337,0.000941458,0.000941458,0.000941458
