epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.13514,1.77357,0.27132,0.93023,1.6627,2.62417e-05,2.62417e-05,0.0680262
2,5.90462,1.64906,0.31783,0.94574,1.57617,4.98513e-05,4.98513e-05,0.0350499
3,7.94306,1.56632,0.34884,0.96899,1.73789,6.99557e-05,6.99557e-05,0.00206996
4,9.98308,1.50653,0.37984,0.97674,1.3416,6.60725e-05,6.60725e-05,6.60725e-05
5,11.931,1.46504,0.4186,0.97674,1.60469,6.07616e-05,6.07616e-05,6.07616e-05
6,14.7253,1.41165,0.44186,0.97674,1.57637,5.54507e-05,5.54507e-05,5.54507e-05
7,19.5168,1.36913,0.43411,0.97674,1.44023,5.01399e-05,5.01399e-05,5.01399e-05
8,21.9792,1.33878,0.45736,0.9845,1.23096,4.4829e-05,4.4829e-05,4.4829e-05
9,23.7188,1.30218,0.46512,0.99225,1.42695,3.95181e-05,3.95181e-05,3.95181e-05
10,25.5849,1.29777,0.45736,0.99225,1.56133,3.42072e-05,3.42072e-05,3.42072e-05
11,27.692,1.29881,0.45736,1,1.48223,2.88963e-05,2.88963e-05,2.88963e-05
12,29.6012,1.28793,0.46512,1,1.38535,2.35854e-05,2.35854e-05,2.35854e-05
13,31.7571,1.25827,0.45736,1,1.43379,1.82745e-05,1.82745e-05,1.82745e-05
14,33.4273,1.26734,0.47287,1,1.35254,1.29637e-05,1.29637e-05,1.29637e-05
15,35.6916,1.25584,0.44961,1,1.15142,7.65277e-06,7.65277e-06,7.65277e-06
