epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.34654,0.6943,0.50769,1,0.73438,2.27995e-05,2.27995e-05,0.0806289
2,6.51051,0.70018,0.51538,1,0.66792,4.34198e-05,4.34198e-05,0.0606495
3,8.62379,0.69233,0.48462,1,0.68086,6.11038e-05,6.11038e-05,0.0406672
4,10.743,0.69654,0.5,1,0.73633,7.58516e-05,7.58516e-05,0.0206819
5,12.8033,0.6757,0.52308,1,0.63721,8.76631e-05,8.76631e-05,0.000693724
6,15.8449,0.66615,0.54615,1,0.70283,8.0857e-05,8.0857e-05,8.0857e-05
7,17.9138,0.66868,0.56923,1,0.67324,7.35163e-05,7.35163e-05,7.35163e-05
8,20.2141,0.65243,0.59231,1,0.67861,6.61757e-05,6.61757e-05,6.61757e-05
9,22.3691,0.6553,0.61538,1,0.69766,5.88351e-05,5.88351e-05,5.88351e-05
10,24.4655,0.65433,0.63077,1,0.63535,5.14944e-05,5.14944e-05,5.14944e-05
11,29.8284,0.65285,0.62308,1,0.5937,4.41538e-05,4.41538e-05,4.41538e-05
12,32.0344,0.63663,0.61538,1,0.67617,3.68132e-05,3.68132e-05,3.68132e-05
13,34.2763,0.63911,0.64615,1,0.59883,2.94726e-05,2.94726e-05,2.94726e-05
14,36.3165,0.63087,0.62308,1,0.57041,2.21319e-05,2.21319e-05,2.21319e-05
15,38.4701,0.62845,0.64615,1,0.60859,1.47913e-05,1.47913e-05,1.47913e-05
