epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.6872,1.73637,0.30769,0.95385,1.58789,7.03682e-06,7.03682e-06,0.0806131
2,8.86697,1.44117,0.52308,0.99231,1.48887,1.35118e-05,1.35118e-05,0.0606196
3,13.8909,1.2862,0.49231,1,1.35703,1.91929e-05,1.91929e-05,0.0406253
4,16.8573,1.13872,0.52308,1,1.16328,2.40802e-05,2.40802e-05,0.0206301
5,19.7648,1.08228,0.52308,1,1.26396,2.81738e-05,2.81738e-05,0.000634234
6,23.6002,1.03907,0.53846,1,1.01553,2.63611e-05,2.63611e-05,2.63611e-05
7,26.5238,1.01497,0.55385,0.99231,1.04961,2.43766e-05,2.43766e-05,2.43766e-05
8,29.3481,1.00003,0.53077,1,1.1708,2.23921e-05,2.23921e-05,2.23921e-05
9,32.1642,0.94828,0.53077,0.99231,1.01289,2.04076e-05,2.04076e-05,2.04076e-05
10,35.0313,0.93178,0.53846,0.99231,1.26582,1.84231e-05,1.84231e-05,1.84231e-05
11,37.9992,0.91066,0.51538,1,0.97432,1.64385e-05,1.64385e-05,1.64385e-05
12,41.4112,0.89774,0.53077,1,1.04297,1.4454e-05,1.4454e-05,1.4454e-05
13,47.0323,0.86636,0.53077,0.99231,1.09512,1.24695e-05,1.24695e-05,1.24695e-05
14,50.3453,0.8337,0.53077,1,1.14102,1.0485e-05,1.0485e-05,1.0485e-05
15,53.3483,0.87607,0.51538,0.99231,1.05068,8.50053e-06,8.50053e-06,8.50053e-06
