epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,6.35958,1.84281,0.18462,0.89231,1.82266,3.37558e-05,3.37558e-05,0.0680338
2,10.9076,1.80733,0.18462,0.90769,1.8834,6.41397e-05,6.41397e-05,0.0350641
3,14.2355,1.79064,0.24615,0.92308,1.81113,9.00287e-05,9.00287e-05,0.00209003
4,17.35,1.74072,0.28462,0.92308,1.7668,8.50555e-05,8.50555e-05,8.50555e-05
5,22.6443,1.73002,0.31538,0.92308,1.74219,7.82449e-05,7.82449e-05,7.82449e-05
6,27.3704,1.691,0.33077,0.93077,1.64043,7.14344e-05,7.14344e-05,7.14344e-05
7,30.5555,1.66795,0.36923,0.93077,1.62969,6.46239e-05,6.46239e-05,6.46239e-05
8,33.3355,1.65018,0.36154,0.93077,1.61133,5.78134e-05,5.78134e-05,5.78134e-05
9,36.0351,1.61536,0.39231,0.93077,1.57461,5.10028e-05,5.10028e-05,5.10028e-05
10,38.753,1.59309,0.38462,0.93077,1.57363,4.41923e-05,4.41923e-05,4.41923e-05
11,41.9028,1.55365,0.40769,0.93077,1.49844,3.73818e-05,3.73818e-05,3.73818e-05
12,45.5877,1.54908,0.41538,0.93077,1.59199,3.05713e-05,3.05713e-05,3.05713e-05
13,49.3047,1.56601,0.43846,0.93077,1.48418,2.37607e-05,2.37607e-05,2.37607e-05
14,52.4617,1.54843,0.41538,0.93077,1.60703,1.69502e-05,1.69502e-05,1.69502e-05
15,57.8681,1.54993,0.43846,0.93077,1.5666,1.01397e-05,1.01397e-05,1.01397e-05
