epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.4346,1.66734,0.46923,0.98462,1.44609,0.000111649,0.000111649,0.0681116
2,6.61051,1.18313,0.53077,0.99231,1.2293,0.00021352,0.00021352,0.0352135
3,8.78159,0.90876,0.53846,0.98462,1.1207,0.000301921,0.000301921,0.00230192
4,14.594,0.70661,0.55385,0.99231,1.05063,0.000287674,0.000287674,0.000287674
5,16.7562,0.56371,0.53846,0.98462,1.22441,0.000267264,0.000267264,0.000267264
6,19.831,0.40936,0.56154,0.96923,1.64609,0.000246855,0.000246855,0.000246855
7,22.3199,0.35336,0.52308,0.96923,1.17107,0.000226446,0.000226446,0.000226446
8,24.9223,0.36069,0.49231,0.97692,1.64453,0.000206036,0.000206036,0.000206036
9,27.2461,0.31785,0.59231,0.98462,1.18477,0.000185627,0.000185627,0.000185627
10,29.5745,0.23933,0.56923,0.96923,1.51611,0.000165217,0.000165217,0.000165217
11,31.7331,0.25523,0.53077,0.98462,1.68301,0.000144808,0.000144808,0.000144808
12,33.9431,0.2235,0.51538,0.97692,1.79395,0.000124399,0.000124399,0.000124399
13,36.2359,0.17328,0.54615,0.98462,1.47217,0.000103989,0.000103989,0.000103989
14,38.4235,0.14219,0.55385,0.98462,1.26851,8.35798e-05,8.35798e-05,8.35798e-05
15,40.5377,0.15452,0.56154,0.99231,1.78564,6.31704e-05,6.31704e-05,6.31704e-05
