epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,6.87146,1.84792,0.25385,0.92308,1.7418,0.00146693,0.00146693,0.0694669
2,14.041,1.67732,0.38462,0.95385,1.5627,0.00281248,0.00281248,0.0378125
3,18.8218,1.48194,0.47692,0.97692,1.47344,0.00398822,0.00398822,0.00598822
4,23.1163,1.31022,0.50769,0.98462,1.34785,0.00381234,0.00381234,0.00381234
5,27.6068,1.18313,0.51538,0.98462,0.98516,0.00355507,0.00355507,0.00355507
6,31.3236,1.08668,0.51538,0.98462,1.05947,0.0032978,0.0032978,0.0032978
7,36.3848,1.02224,0.57692,0.99231,0.94727,0.00304053,0.00304053,0.00304053
8,40.4038,0.95318,0.56923,0.99231,0.94775,0.00278326,0.00278326,0.00278326
9,46.2177,0.95185,0.6,0.98462,1.03311,0.00252599,0.00252599,0.00252599
10,50.0511,0.8388,0.56923,0.98462,1.26846,0.00226872,0.00226872,0.00226872
11,53.9647,0.83635,0.54615,0.99231,1.15439,0.00201145,0.00201145,0.00201145
12,57.3974,0.78658,0.59231,0.99231,0.93281,0.00175418,0.00175418,0.00175418
13,61.1704,0.73007,0.57692,0.99231,0.92861,0.00149691,0.00149691,0.00149691
14,63.9307,0.70375,0.57692,0.98462,1.20615,0.00123964,0.00123964,0.00123964
15,67.7138,0.7614,0.61538,0.99231,0.90542,0.000982375,0.000982375,0.000982375
