epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.31107,1.69794,0.47692,1,1.30527,0.000425959,0.000425959,0.068426
2,6.43132,1.15833,0.5,1,1.39492,0.00080835,0.00080835,0.0358083
3,8.46728,0.97529,0.56154,0.98462,1.24717,0.00113299,0.00113299,0.00313299
4,10.4954,0.88114,0.54615,0.99231,1.49043,0.0010686,0.0010686,0.0010686
5,12.59,0.76317,0.56154,0.99231,1.3917,0.000981094,0.000981094,0.000981094
6,15.6426,0.64044,0.58462,0.99231,1.0406,0.000893587,0.000893587,0.000893587
7,17.8032,0.55519,0.58462,1,1.54648,0.00080608,0.00080608,0.00080608
8,20.0025,0.50673,0.62308,0.99231,2.02656,0.000718573,0.000718573,0.000718573
9,22.1379,0.46375,0.59231,0.98462,1.66816,0.000631066,0.000631066,0.000631066
10,24.2273,0.37682,0.61538,0.98462,1.60879,0.000543559,0.000543559,0.000543559
11,26.3562,0.3602,0.6,0.97692,1.19316,0.000456052,0.000456052,0.000456052
12,31.9709,0.32324,0.62308,0.98462,1.67051,0.000368545,0.000368545,0.000368545
13,34.0533,0.27272,0.61538,0.98462,1.60391,0.000281038,0.000281038,0.000281038
14,36.2049,0.2303,0.61538,0.98462,1.5791,0.000193531,0.000193531,0.000193531
15,38.2546,0.2391,0.6,0.98462,1.17285,0.000106024,0.000106024,0.000106024
