epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.17741,1.83973,0.3,0.93077,1.77793,0.00146693,0.00146693,0.0694669
2,11.3915,1.65867,0.37692,0.90769,1.55117,0.00281248,0.00281248,0.0378125
3,17.4787,1.48916,0.4,0.97692,1.40723,0.00398822,0.00398822,0.00598822
4,20.7581,1.27104,0.45385,1,1.22187,0.00381234,0.00381234,0.00381234
5,24.4288,1.19385,0.53846,1,1.20898,0.00355507,0.00355507,0.00355507
6,30.4511,1.04121,0.56154,1,1.06084,0.0032978,0.0032978,0.0032978
7,34.4012,1.01078,0.55385,1,1.16816,0.00304053,0.00304053,0.00304053
8,38.1707,0.94116,0.58462,0.99231,1.3707,0.00278326,0.00278326,0.00278326
9,42.7003,0.90803,0.58462,1,1.05811,0.00252599,0.00252599,0.00252599
10,47.5908,0.85363,0.62308,0.99231,1.21406,0.00226872,0.00226872,0.00226872
11,54.7995,0.79342,0.58462,0.99231,0.98604,0.00201145,0.00201145,0.00201145
12,59.0702,0.73051,0.58462,0.99231,1.07529,0.00175418,0.00175418,0.00175418
13,62.7725,0.73,0.58462,0.99231,1.15391,0.00149691,0.00149691,0.00149691
14,66.0393,0.6783,0.62308,1,1.11367,0.00123964,0.00123964,0.00123964
15,70.5853,0.73637,0.59231,0.99231,1.02881,0.000982375,0.000982375,0.000982375
