epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.24062,0.697,0.57692,1,0.68613,6.74255e-06,6.74255e-06,0.0680067
2,6.33165,0.63857,0.72308,1,0.59941,1.27973e-05,1.27973e-05,0.0350128
3,8.36202,0.58926,0.71538,1,0.49839,1.79398e-05,1.79398e-05,0.00201794
4,10.4561,0.58734,0.71538,1,0.57344,1.69237e-05,1.69237e-05,1.69237e-05
5,12.5223,0.55836,0.72308,1,0.5249,1.55414e-05,1.55414e-05,1.55414e-05
6,18.9723,0.53219,0.71538,1,0.55693,1.41592e-05,1.41592e-05,1.41592e-05
7,21.2216,0.55748,0.72308,1,0.55874,1.27769e-05,1.27769e-05,1.27769e-05
8,23.5703,0.53128,0.71538,1,0.70645,1.13946e-05,1.13946e-05,1.13946e-05
9,25.8731,0.54967,0.72308,1,0.56558,1.00124e-05,1.00124e-05,1.00124e-05
10,27.9602,0.52036,0.72308,1,0.52056,8.63011e-06,8.63011e-06,8.63011e-06
11,30.0579,0.52551,0.72308,1,0.47593,7.24784e-06,7.24784e-06,7.24784e-06
12,32.1988,0.51403,0.72308,1,0.55181,5.86558e-06,5.86558e-06,5.86558e-06
13,34.3354,0.50596,0.72308,1,0.44656,4.48332e-06,4.48332e-06,4.48332e-06
14,36.4115,0.49159,0.71538,1,0.47773,3.10105e-06,3.10105e-06,3.10105e-06
15,38.4948,0.50224,0.71538,1,0.47114,1.71879e-06,1.71879e-06,1.71879e-06
