epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.30349,1.66917,0.40769,0.99231,1.40449,0.000111649,0.000111649,0.0681116
2,10.1055,1.19573,0.52308,1,1.14688,0.00021352,0.00021352,0.0352135
3,12.2708,0.953,0.53077,1,1.2124,0.000301921,0.000301921,0.00230192
4,14.4644,0.7837,0.58462,0.98462,1.02324,0.000287674,0.000287674,0.000287674
5,16.5974,0.60583,0.56923,0.99231,1.19756,0.000267264,0.000267264,0.000267264
6,19.6261,0.55152,0.60769,0.99231,1.05205,0.000246855,0.000246855,0.000246855
7,21.9123,0.3741,0.6,1,1.43994,0.000226446,0.000226446,0.000226446
8,24.2057,0.36698,0.54615,1,1.59863,0.000206036,0.000206036,0.000206036
9,26.3775,0.32321,0.63077,0.99231,1.24912,0.000185627,0.000185627,0.000185627
10,28.4277,0.26325,0.60769,1,1.60625,0.000165217,0.000165217,0.000165217
11,30.5314,0.25754,0.56923,1,1.048,0.000144808,0.000144808,0.000144808
12,32.61,0.24745,0.6,1,1.23193,0.000124399,0.000124399,0.000124399
13,34.6592,0.20892,0.63077,1,1.37363,0.000103989,0.000103989,0.000103989
14,37.0529,0.14809,0.63846,0.99231,1.22988,8.35798e-05,8.35798e-05,8.35798e-05
15,39.0169,0.17986,0.62308,0.98462,1.34902,6.31704e-05,6.31704e-05,6.31704e-05
