epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.37129,1.75696,0.36923,0.96154,1.66367,6.3239e-05,6.3239e-05,0.0680632
2,10.7946,1.40423,0.45385,0.97692,1.29941,0.00012045,0.00012045,0.0351205
3,14.7239,1.19504,0.5,0.98462,1.29561,0.000169534,0.000169534,0.00216953
4,18.9642,1.07051,0.51538,0.98462,1.23594,0.00016068,0.00016068,0.00016068
5,22.6194,0.97781,0.5,0.99231,1.21777,0.000148366,0.000148366,0.000148366
6,29.6035,0.83566,0.55385,0.99231,1.15234,0.000136052,0.000136052,0.000136052
7,35.1786,0.74207,0.56923,0.99231,1.41211,0.000123738,0.000123738,0.000123738
8,38.706,0.67228,0.53077,0.98462,1.24229,0.000111424,0.000111424,0.000111424
9,41.921,0.63386,0.49231,0.98462,1.12178,9.91096e-05,9.91096e-05,9.91096e-05
10,45.7704,0.54476,0.5,0.99231,1.35996,8.67956e-05,8.67956e-05,8.67956e-05
11,48.8975,0.54192,0.53846,0.99231,1.14082,7.44815e-05,7.44815e-05,7.44815e-05
12,52.6819,0.48981,0.53846,0.98462,1.22012,6.21675e-05,6.21675e-05,6.21675e-05
13,55.8119,0.41641,0.52308,0.98462,1.08984,4.98534e-05,4.98534e-05,4.98534e-05
14,59.0924,0.40509,0.54615,0.98462,1.55811,3.75394e-05,3.75394e-05,3.75394e-05
15,63.8247,0.45335,0.54615,0.98462,1.14243,2.52254e-05,2.52254e-05,2.52254e-05
