epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.01729,1.78011,0.34615,0.96154,1.62109,3.5885e-06,3.5885e-06,0.0680036
2,10.1444,1.56021,0.36154,0.98462,1.52207,6.85535e-06,6.85535e-06,0.0350069
3,12.9756,1.43724,0.4,0.98462,1.59258,9.68171e-06,9.68171e-06,0.00200968
4,15.7979,1.42457,0.37692,0.97692,1.51387,9.21191e-06,9.21191e-06,9.21191e-06
5,18.5323,1.41329,0.37692,0.96923,1.44609,8.54452e-06,8.54452e-06,8.54452e-06
6,23.451,1.36757,0.4,0.97692,1.50293,7.87713e-06,7.87713e-06,7.87713e-06
7,26.5298,1.38694,0.39231,0.98462,1.52793,7.20974e-06,7.20974e-06,7.20974e-06
8,29.7506,1.37426,0.42308,0.98462,1.33701,6.54235e-06,6.54235e-06,6.54235e-06
9,32.6987,1.39541,0.41538,0.99231,1.45645,5.87497e-06,5.87497e-06,5.87497e-06
10,35.575,1.37491,0.40769,0.98462,1.51055,5.20758e-06,5.20758e-06,5.20758e-06
11,38.4433,1.36685,0.39231,0.98462,1.46895,4.54019e-06,4.54019e-06,4.54019e-06
12,41.4394,1.35426,0.40769,0.98462,1.43496,3.8728e-06,3.8728e-06,3.8728e-06
13,46.4368,1.36219,0.4,0.98462,1.38203,3.20541e-06,3.20541e-06,3.20541e-06
14,50.2378,1.32987,0.43846,0.97692,1.37832,2.53802e-06,2.53802e-06,2.53802e-06
15,53.6547,1.34466,0.42308,0.97692,1.44434,1.87063e-06,1.87063e-06,1.87063e-06
