epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.49685,1.83306,0.26154,0.93077,1.82539,0.00146693,0.00146693,0.0694669
2,10.9021,1.66704,0.29231,0.91538,1.68398,0.00281248,0.00281248,0.0378125
3,13.8791,1.48264,0.38462,0.96154,1.45312,0.00398822,0.00398822,0.00598822
4,17.3455,1.23567,0.39231,0.94615,1.29521,0.00381234,0.00381234,0.00381234
5,20.7225,1.19056,0.47692,0.95385,1.35234,0.00355507,0.00355507,0.00355507
6,25.3966,1.03047,0.46923,0.97692,1.5707,0.0032978,0.0032978,0.0032978
7,28.623,1.00435,0.54615,0.96923,1.13437,0.00304053,0.00304053,0.00304053
8,31.687,0.96794,0.5,0.97692,1.75664,0.00278326,0.00278326,0.00278326
9,35.0312,0.87368,0.48462,0.99231,1.30801,0.00252599,0.00252599,0.00252599
10,40.9958,0.8389,0.50769,0.99231,1.26602,0.00226872,0.00226872,0.00226872
11,44.2184,0.81829,0.51538,0.98462,1.36367,0.00201145,0.00201145,0.00201145
12,47.0381,0.71294,0.51538,0.97692,1.46738,0.00175418,0.00175418,0.00175418
13,49.9871,0.70476,0.52308,0.97692,1.34648,0.00149691,0.00149691,0.00149691
14,53.4427,0.69116,0.49231,0.98462,1.18066,0.00123964,0.00123964,0.00123964
15,57.6652,0.65969,0.52308,0.98462,1.3293,0.000982375,0.000982375,0.000982375
