epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,6.46009,1.83354,0.3,0.93077,1.67656,0.00226328,0.00226328,0.0780209
2,10.2977,1.61454,0.42308,0.96923,1.49902,0.00430202,0.00430202,0.0550596
3,13.9949,1.37278,0.54615,0.97692,1.35586,0.00604095,0.00604095,0.0317985
4,17.2943,1.20896,0.44615,0.98462,1.63535,0.00748008,0.00748008,0.00823766
5,20.6166,1.08685,0.59231,0.99231,1.03301,0.00693757,0.00693757,0.00693757
6,26.0522,0.93024,0.53846,0.98462,1.10176,0.00633796,0.00633796,0.00633796
7,32.1448,0.92246,0.58462,0.97692,0.86602,0.00573835,0.00573835,0.00573835
8,35.9211,0.81808,0.6,0.98462,0.95332,0.00513874,0.00513874,0.00513874
9,39.2849,0.81127,0.58462,0.98462,1.22383,0.00453913,0.00453913,0.00453913
10,42.5673,0.70724,0.56154,0.98462,1.31904,0.00393951,0.00393951,0.00393951
11,45.651,0.67007,0.63077,0.99231,0.93545,0.0033399,0.0033399,0.0033399
12,48.9317,0.57267,0.6,0.98462,0.87788,0.00274029,0.00274029,0.00274029
13,51.7039,0.57734,0.61538,0.98462,0.92373,0.00214068,0.00214068,0.00214068
14,54.6506,0.51723,0.61538,0.99231,1.53193,0.00154107,0.00154107,0.00154107
15,57.8245,0.58864,0.62308,0.99231,0.91348,0.000941458,0.000941458,0.000941458
