epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.57746,1.84642,0.26357,0.95349,1.64375,0.00161762,0.00161762,0.0822237
2,8.6948,1.66723,0.46512,0.9845,1.42188,0.00310276,0.00310276,0.0637088
3,12.0177,1.4539,0.53488,0.9845,1.46348,0.00440207,0.00440207,0.0450081
4,15.1786,1.34232,0.51163,0.99225,0.99037,0.00551554,0.00551554,0.0261216
5,21.2495,1.21495,0.51163,0.99225,1.13145,0.00644317,0.00644317,0.00704923
6,25.5855,1.08576,0.54264,1,0.93174,0.00601786,0.00601786,0.00601786
7,28.9164,1.01062,0.48062,0.97674,1.42109,0.00555327,0.00555327,0.00555327
8,32.6421,0.99371,0.55814,1,0.88118,0.00508868,0.00508868,0.00508868
9,35.9652,0.89832,0.64341,0.9845,0.97852,0.00462408,0.00462408,0.00462408
10,39.0299,0.83152,0.55039,0.99225,1.10293,0.00415949,0.00415949,0.00415949
11,43.1287,0.81896,0.56589,0.99225,1.21396,0.00369489,0.00369489,0.00369489
12,46.1933,0.79607,0.63566,0.99225,0.97529,0.0032303,0.0032303,0.0032303
13,49.2303,0.72978,0.54264,0.99225,1.12275,0.00276571,0.00276571,0.00276571
14,52.8307,0.72163,0.60465,0.99225,0.81378,0.00230111,0.00230111,0.00230111
15,57.7574,0.70136,0.62016,0.99225,0.80072,0.00183652,0.00183652,0.00183652
