epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.74458,1.83625,0.21538,0.87692,1.8248,5.53807e-06,5.53807e-06,0.0757631
2,9.61598,1.81279,0.21538,0.9,1.88066,1.06084e-05,1.06084e-05,0.0507682
3,12.8288,1.8099,0.23077,0.91538,1.82695,1.5028e-05,1.5028e-05,0.0257726
4,15.8585,1.77857,0.23077,0.92308,1.81348,1.8797e-05,1.8797e-05,0.000776373
5,19.88,1.77262,0.24615,0.92308,1.82031,1.76391e-05,1.76391e-05,1.76391e-05
6,23.8996,1.7728,0.26154,0.92308,1.73398,1.63378e-05,1.63378e-05,1.63378e-05
7,28.9174,1.76756,0.26154,0.91538,1.75937,1.50364e-05,1.50364e-05,1.50364e-05
8,31.8159,1.77099,0.25385,0.92308,1.71973,1.37351e-05,1.37351e-05,1.37351e-05
9,34.9198,1.75084,0.25385,0.92308,1.75645,1.24337e-05,1.24337e-05,1.24337e-05
10,38.2504,1.74057,0.26923,0.92308,1.70293,1.11324e-05,1.11324e-05,1.11324e-05
11,42.5228,1.74154,0.26923,0.92308,1.67539,9.83103e-06,9.83103e-06,9.83103e-06
12,46.0183,1.72101,0.26154,0.92308,1.76934,8.52967e-06,8.52967e-06,8.52967e-06
13,49.5724,1.75106,0.24615,0.92308,1.66152,7.22832e-06,7.22832e-06,7.22832e-06
14,53.066,1.75175,0.26154,0.92308,1.80781,5.92697e-06,5.92697e-06,5.92697e-06
15,56.7939,1.74479,0.25385,0.92308,1.75547,4.62561e-06,4.62561e-06,4.62561e-06
