epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.27965,1.66553,0.4,1,1.21025,0.000111649,0.000111649,0.0681116
2,6.53946,1.20677,0.45385,0.97692,1.24746,0.00021352,0.00021352,0.0352135
3,8.60031,0.9577,0.47692,0.99231,1.33008,0.000301921,0.000301921,0.00230192
4,10.685,0.74529,0.47692,1,1.23496,0.000287674,0.000287674,0.000287674
5,12.785,0.59788,0.56154,0.98462,1.16133,0.000267264,0.000267264,0.000267264
6,15.7186,0.47711,0.52308,0.99231,1.26016,0.000246855,0.000246855,0.000246855
7,18.1238,0.39561,0.57692,1,1.03855,0.000226446,0.000226446,0.000226446
8,23.5798,0.36485,0.49231,0.99231,1.44863,0.000206036,0.000206036,0.000206036
9,25.6868,0.33182,0.53077,0.96923,1.28896,0.000185627,0.000185627,0.000185627
10,27.8135,0.24877,0.56154,0.99231,1.46846,0.000165217,0.000165217,0.000165217
11,29.9264,0.2691,0.61538,0.99231,1.43545,0.000144808,0.000144808,0.000144808
12,32.2448,0.21591,0.53846,0.99231,1.13481,0.000124399,0.000124399,0.000124399
13,34.46,0.21655,0.54615,0.98462,1.15913,0.000103989,0.000103989,0.000103989
14,36.5801,0.15598,0.55385,0.99231,1.3916,8.35798e-05,8.35798e-05,8.35798e-05
15,38.6562,0.18313,0.56923,0.99231,1.18101,6.31704e-05,6.31704e-05,6.31704e-05
