epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.36171,1.72336,0.33077,0.94615,1.55859,9.3391e-06,9.3391e-06,0.0757669
2,12.4579,1.42674,0.51538,1,1.35645,1.78916e-05,1.78916e-05,0.0507755
3,15.8436,1.27595,0.56923,0.99231,1.25449,2.53491e-05,2.53491e-05,0.0257829
4,18.7653,1.14647,0.55385,1,1.12871,3.17116e-05,3.17116e-05,0.000789287
5,21.6121,1.10503,0.54615,1,1.24814,2.97636e-05,2.97636e-05,2.97636e-05
6,25.8831,1.06703,0.55385,1,1.02256,2.75736e-05,2.75736e-05,2.75736e-05
7,30.5489,1.03041,0.50769,1,1.02715,2.53836e-05,2.53836e-05,2.53836e-05
8,35.0837,1.01006,0.53077,1,1.1209,2.31935e-05,2.31935e-05,2.31935e-05
9,39.726,0.97689,0.53077,0.99231,1.02354,2.10035e-05,2.10035e-05,2.10035e-05
10,45.6174,0.95539,0.5,1,1.24121,1.88135e-05,1.88135e-05,1.88135e-05
11,48.5425,0.917,0.49231,1,0.99854,1.66234e-05,1.66234e-05,1.66234e-05
12,51.7548,0.91378,0.51538,1,1.03926,1.44334e-05,1.44334e-05,1.44334e-05
13,55.1254,0.88603,0.51538,0.99231,1.09687,1.22433e-05,1.22433e-05,1.22433e-05
14,59.5119,0.8499,0.48462,1,1.10303,1.00533e-05,1.00533e-05,1.00533e-05
15,63.0309,0.89668,0.49231,1,1.05342,7.86328e-06,7.86328e-06,7.86328e-06
