epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.06892,1.83335,0.25385,0.93077,1.71973,2.62417e-05,2.62417e-05,0.0680262
2,6.08586,1.67628,0.32308,0.94615,1.74629,4.98513e-05,4.98513e-05,0.0350499
3,8.11355,1.57078,0.38462,0.95385,1.55703,6.99557e-05,6.99557e-05,0.00206996
4,10.132,1.53326,0.4,0.94615,1.48848,6.60725e-05,6.60725e-05,6.60725e-05
5,12.1804,1.46827,0.38462,0.94615,1.5334,6.07616e-05,6.07616e-05,6.07616e-05
6,14.8945,1.42333,0.4,0.96154,1.35469,5.54507e-05,5.54507e-05,5.54507e-05
7,16.921,1.40515,0.42308,0.96154,1.34297,5.01399e-05,5.01399e-05,5.01399e-05
8,18.8067,1.35188,0.41538,0.97692,1.28164,4.4829e-05,4.4829e-05,4.4829e-05
9,20.6569,1.34839,0.44615,0.97692,1.31777,3.95181e-05,3.95181e-05,3.95181e-05
10,22.9169,1.30938,0.47692,0.96923,1.52168,3.42072e-05,3.42072e-05,3.42072e-05
11,25.0041,1.31255,0.46154,0.96923,1.30566,2.88963e-05,2.88963e-05,2.88963e-05
12,27.0747,1.3015,0.43846,0.97692,1.32773,2.35854e-05,2.35854e-05,2.35854e-05
13,29.1601,1.30131,0.45385,0.98462,1.21445,1.82745e-05,1.82745e-05,1.82745e-05
14,33.8471,1.25866,0.48462,0.98462,1.34277,1.29637e-05,1.29637e-05,1.29637e-05
15,35.7448,1.28945,0.46154,0.98462,1.38926,7.65277e-06,7.65277e-06,7.65277e-06
