epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,6.05366,1.77259,0.35385,0.93846,1.62266,1.28864e-05,1.28864e-05,0.0757705
2,11.399,1.51727,0.41538,0.99231,1.4752,2.44789e-05,2.44789e-05,0.0507821
3,15.5786,1.36459,0.55385,0.99231,1.31426,3.43485e-05,3.43485e-05,0.0257919
4,19.338,1.27589,0.54615,1,1.28359,4.24952e-05,4.24952e-05,0.000800071
5,26.4794,1.23448,0.53077,0.98462,1.32109,3.9374e-05,3.9374e-05,3.9374e-05
6,32.9508,1.18544,0.53077,1,1.17559,3.59283e-05,3.59283e-05,3.59283e-05
7,37.8914,1.16141,0.54615,0.99231,1.12109,3.24827e-05,3.24827e-05,3.24827e-05
8,41.6944,1.12793,0.52308,1,1.25098,2.9037e-05,2.9037e-05,2.9037e-05
9,44.8576,1.096,0.53077,0.99231,1.14482,2.55914e-05,2.55914e-05,2.55914e-05
10,48.5917,1.08486,0.54615,0.99231,1.275,2.21458e-05,2.21458e-05,2.21458e-05
11,51.6253,1.02512,0.54615,0.99231,1.11162,1.87001e-05,1.87001e-05,1.87001e-05
12,54.7128,1.03042,0.55385,0.99231,1.09277,1.52545e-05,1.52545e-05,1.52545e-05
13,60.1435,1.03179,0.54615,0.99231,1.19004,1.18088e-05,1.18088e-05,1.18088e-05
14,64.9869,0.99081,0.54615,0.99231,1.23789,8.36317e-06,8.36317e-06,8.36317e-06
15,70.052,1.0338,0.55385,0.99231,1.12256,4.91753e-06,4.91753e-06,4.91753e-06
