epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.70706,1.73094,0.49231,0.93077,1.58438,2.62417e-05,2.62417e-05,0.0680262
2,6.94987,1.42075,0.42308,0.98462,1.47734,4.98513e-05,4.98513e-05,0.0350499
3,9.10138,1.26164,0.48462,0.99231,1.34668,6.99557e-05,6.99557e-05,0.00206996
4,11.1232,1.13763,0.54615,1,1.15508,6.60725e-05,6.60725e-05,6.60725e-05
5,13.4098,1.07466,0.53846,1,1.21279,6.07616e-05,6.07616e-05,6.07616e-05
6,16.6662,0.97076,0.6,1,1.07549,5.54507e-05,5.54507e-05,5.54507e-05
7,19.1282,0.92037,0.59231,1,1.14307,5.01399e-05,5.01399e-05,5.01399e-05
8,24.6752,0.89608,0.59231,1,1.27148,4.4829e-05,4.4829e-05,4.4829e-05
9,26.8542,0.80035,0.60769,1,1.03604,3.95181e-05,3.95181e-05,3.95181e-05
10,28.975,0.77237,0.62308,1,1.23535,3.42072e-05,3.42072e-05,3.42072e-05
11,31.0896,0.75435,0.60769,1,0.93374,2.88963e-05,2.88963e-05,2.88963e-05
12,33.2371,0.75965,0.59231,1,1.08848,2.35854e-05,2.35854e-05,2.35854e-05
13,35.3888,0.70119,0.60769,1,1.12568,1.82745e-05,1.82745e-05,1.82745e-05
14,37.5243,0.66381,0.59231,1,1.12822,1.29637e-05,1.29637e-05,1.29637e-05
15,39.6808,0.69612,0.59231,1,1.0624,7.65277e-06,7.65277e-06,7.65277e-06
