epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,9.28855,1.70748,0.42308,0.99231,1.32656,0.000198999,0.000198999,0.068199
2,13.1337,1.29726,0.46154,0.98462,1.1229,0.000382258,0.000382258,0.0353823
3,17.6332,1.13819,0.51538,0.97692,1.27559,0.000543221,0.000543221,0.00254322
4,21.9557,0.94888,0.53846,0.96923,1.34082,0.000520525,0.000520525,0.000520525
5,26.3089,0.8637,0.46154,0.99231,1.6373,0.000486743,0.000486743,0.000486743
6,33.1875,0.75676,0.47692,0.96923,1.24087,0.000452961,0.000452961,0.000452961
7,38.6832,0.62679,0.50769,0.99231,2.15879,0.00041918,0.00041918,0.00041918
8,42.1292,0.60444,0.42308,1,1.65801,0.000385398,0.000385398,0.000385398
9,44.9909,0.56585,0.46154,1,1.33105,0.000351616,0.000351616,0.000351616
10,50.6529,0.48627,0.47692,0.98462,2.06543,0.000317834,0.000317834,0.000317834
11,54.0396,0.43857,0.53077,0.98462,1.69668,0.000284052,0.000284052,0.000284052
12,58.1203,0.33018,0.50769,0.97692,1.82129,0.00025027,0.00025027,0.00025027
13,60.9898,0.30757,0.5,0.97692,1.53027,0.000216489,0.000216489,0.000216489
14,64.4906,0.26426,0.55385,0.99231,1.58574,0.000182707,0.000182707,0.000182707
15,71.639,0.27116,0.51538,0.98462,1.46563,0.000148925,0.000148925,0.000148925
