epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.60921,1.63734,0.3876,0.96124,1.40918,0.00025453,0.00025453,0.0682545
2,10.7358,1.33642,0.51938,0.97674,1.16052,0.0004864,0.0004864,0.0354864
3,13.6448,1.21046,0.45736,1,1.54199,0.000687185,0.000687185,0.00268718
4,16.7107,1.06786,0.48837,0.99225,1.18281,0.00065411,0.00065411,0.00065411
5,22.1106,0.98979,0.44186,0.99225,1.95703,0.000607011,0.000607011,0.000607011
6,29.144,0.97742,0.50388,0.99225,0.98335,0.000559912,0.000559912,0.000559912
7,32.128,0.83218,0.54264,1,0.89952,0.000512814,0.000512814,0.000512814
8,35.4956,0.73206,0.60465,1,0.85632,0.000465715,0.000465715,0.000465715
9,38.6462,0.65999,0.56589,1,1.25381,0.000418616,0.000418616,0.000418616
10,41.5366,0.54666,0.5969,1,2.03955,0.000371517,0.000371517,0.000371517
11,44.5001,0.61329,0.5969,0.99225,1.50225,0.000324418,0.000324418,0.000324418
12,47.4528,0.48128,0.5969,0.99225,1.01361,0.000277319,0.000277319,0.000277319
13,50.3699,0.38444,0.62791,0.9845,1.83906,0.000230221,0.000230221,0.000230221
14,55.6144,0.3187,0.62791,0.99225,1.0542,0.000183122,0.000183122,0.000183122
15,58.8307,0.2906,0.6124,0.99225,1.03485,0.000136023,0.000136023,0.000136023
