epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,8.92045,1.68842,0.33333,0.96899,1.38164,4.25373e-05,4.25373e-05,0.0680425
2,11.8867,1.41495,0.48837,0.97674,1.18613,8.17418e-05,8.17418e-05,0.0350817
3,14.7385,1.23439,0.52713,0.9845,1.32354,0.000116212,0.000116212,0.00211621
4,17.5781,1.12643,0.56589,0.99225,0.93184,0.000111412,0.000111412,0.000111412
5,20.3536,1.0527,0.60465,0.9845,1.17432,0.000104239,0.000104239,0.000104239
6,25.9444,0.96518,0.58915,0.9845,0.86838,9.70665e-05,9.70665e-05,9.70665e-05
7,29.6267,0.87405,0.63566,0.99225,0.98096,8.98939e-05,8.98939e-05,8.98939e-05
8,33.5086,0.84381,0.63566,0.99225,0.85819,8.27214e-05,8.27214e-05,8.27214e-05
9,39.05,0.78219,0.63566,0.99225,0.99014,7.55488e-05,7.55488e-05,7.55488e-05
10,42.3207,0.70579,0.5969,0.99225,1.14639,6.83763e-05,6.83763e-05,6.83763e-05
11,46.2434,0.7514,0.65116,0.99225,1.22002,6.12038e-05,6.12038e-05,6.12038e-05
12,49.7287,0.67633,0.68217,0.99225,0.94561,5.40312e-05,5.40312e-05,5.40312e-05
13,52.4848,0.6046,0.68217,0.99225,1.28496,4.68587e-05,4.68587e-05,4.68587e-05
14,57.6819,0.58699,0.69767,0.99225,0.91445,3.96861e-05,3.96861e-05,3.96861e-05
15,60.5067,0.55062,0.71318,0.99225,0.7978,3.25136e-05,3.25136e-05,3.25136e-05
