epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.47683,1.73604,0.38462,0.97692,1.37822,0.000425959,0.000425959,0.068426
2,13.1762,1.36107,0.53077,0.97692,1.59082,0.00080835,0.00080835,0.0358083
3,18.2651,1.24996,0.46923,0.97692,1.17676,0.00113299,0.00113299,0.00313299
4,22.169,1.12683,0.48462,0.97692,2.02988,0.0010686,0.0010686,0.0010686
5,26.6885,1.1177,0.49231,0.99231,1.25,0.000981094,0.000981094,0.000981094
6,36.6575,1.04381,0.53846,0.98462,1.26904,0.000893587,0.000893587,0.000893587
7,41.6654,1.04108,0.53077,0.98462,1.10851,0.00080608,0.00080608,0.00080608
8,46.5268,0.89589,0.51538,0.99231,1.26621,0.000718573,0.000718573,0.000718573
9,50.3606,0.92257,0.55385,0.99231,1.52158,0.000631066,0.000631066,0.000631066
10,55.2561,0.84822,0.52308,0.99231,1.56133,0.000543559,0.000543559,0.000543559
11,59.9892,0.82466,0.51538,0.98462,1.3168,0.000456052,0.000456052,0.000456052
12,64.7042,0.75859,0.5,1,1.16438,0.000368545,0.000368545,0.000368545
13,74.3974,0.66782,0.53077,0.99231,1.20684,0.000281038,0.000281038,0.000281038
14,77.5676,0.60149,0.55385,0.99231,1.26699,0.000193531,0.000193531,0.000193531
15,81.3957,0.6192,0.56923,0.99231,1.14014,0.000106024,0.000106024,0.000106024
