epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,3.70114,0.71287,0.58462,1,0.64717,0.000154657,0.000154657,0.0681547
2,6.34841,0.6735,0.63846,1,0.63398,0.000294909,0.000294909,0.0352949
3,8.55555,0.56904,0.71538,1,0.53638,0.000415629,0.000415629,0.00241563
4,10.6764,0.52364,0.73846,1,0.51509,0.000394515,0.000394515,0.000394515
5,13.0341,0.48683,0.73846,1,0.50649,0.00036492,0.00036492,0.00036492
6,16.4136,0.45248,0.73846,1,0.51089,0.000335324,0.000335324,0.000335324
7,18.5846,0.44881,0.75385,1,0.60635,0.000305729,0.000305729,0.000305729
8,20.5582,0.42452,0.73846,1,0.51919,0.000276133,0.000276133,0.000276133
9,22.5756,0.4299,0.75385,1,0.45591,0.000246537,0.000246537,0.000246537
10,24.648,0.4034,0.74615,1,0.44397,0.000216942,0.000216942,0.000216942
11,26.9554,0.42534,0.73846,1,0.46406,0.000187346,0.000187346,0.000187346
12,29.2263,0.37549,0.73846,1,0.60557,0.000157751,0.000157751,0.000157751
13,31.5475,0.36589,0.76154,1,0.42896,0.000128155,0.000128155,0.000128155
14,33.6695,0.38204,0.76923,1,0.48286,9.85594e-05,9.85594e-05,9.85594e-05
15,36.0478,0.35064,0.76154,1,0.7731,6.89638e-05,6.89638e-05,6.89638e-05
