epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,5.12275,1.79732,0.28462,0.93846,1.79219,0.00252911,0.00252911,0.0705291
2,8.24552,1.55924,0.33846,0.94615,1.62695,0.00483898,0.00483898,0.039839
3,13.0845,1.35037,0.38462,0.98462,1.40137,0.00684601,0.00684601,0.00884601
4,16.0594,1.1102,0.43846,0.96154,1.22539,0.00652685,0.00652685,0.00652685
5,18.9465,1.0412,0.50769,0.96154,1.39238,0.00606798,0.00606798,0.00606798
6,23.0617,0.89002,0.46154,0.95385,1.44219,0.00560911,0.00560911,0.00560911
7,26.0534,0.87215,0.56923,0.96923,1.08369,0.00515024,0.00515024,0.00515024
8,28.9939,0.81553,0.55385,0.99231,1.60918,0.00469137,0.00469137,0.00469137
9,31.9288,0.76723,0.50769,0.98462,1.36719,0.0042325,0.0042325,0.0042325
10,34.853,0.72964,0.56154,0.98462,1.26699,0.00377362,0.00377362,0.00377362
11,37.7014,0.68733,0.56154,0.98462,1.22305,0.00331475,0.00331475,0.00331475
12,40.6731,0.6021,0.56923,0.97692,1.31494,0.00285588,0.00285588,0.00285588
13,43.6012,0.60345,0.52308,0.97692,1.3291,0.00239701,0.00239701,0.00239701
14,48.5756,0.58553,0.51538,0.97692,1.21602,0.00193814,0.00193814,0.00193814
15,51.5809,0.56753,0.56923,0.97692,1.39453,0.00147927,0.00147927,0.00147927
