epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.35756,1.67935,0.43077,0.96154,1.3209,0.000111649,0.000111649,0.0681116
2,12.2622,1.26627,0.53077,0.99231,1.23301,0.00021352,0.00021352,0.0352135
3,15.9091,1.05883,0.51538,0.99231,1.09004,0.000301921,0.000301921,0.00230192
4,19.9395,0.8658,0.53077,1,1.07939,0.000287674,0.000287674,0.000287674
5,26.6329,0.79389,0.6,0.99231,1.13594,0.000267264,0.000267264,0.000267264
6,34.3434,0.63816,0.6,1,0.85303,0.000246855,0.000246855,0.000246855
7,38.7142,0.58381,0.59231,1,0.83653,0.000226446,0.000226446,0.000226446
8,44.1918,0.51427,0.53077,1,1.0229,0.000206036,0.000206036,0.000206036
9,48.6721,0.4664,0.54615,0.99231,1.21738,0.000185627,0.000185627,0.000185627
10,52.4618,0.38094,0.56154,1,1.49121,0.000165217,0.000165217,0.000165217
11,56.9841,0.35364,0.59231,1,1.05889,0.000144808,0.000144808,0.000144808
12,63.2102,0.30424,0.59231,1,0.97024,0.000124399,0.000124399,0.000124399
13,69.5516,0.27805,0.56923,1,1.06174,0.000103989,0.000103989,0.000103989
14,74.6316,0.24564,0.60769,1,1.60586,8.35798e-05,8.35798e-05,8.35798e-05
15,78.9273,0.23835,0.59231,1,1.10322,6.31704e-05,6.31704e-05,6.31704e-05
