epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,7.00648,1.70842,0.38462,0.96923,1.58496,3.2e-05,3.2e-05,0.068032
2,11.3329,1.36804,0.39231,0.96923,1.50547,6.2426e-05,6.2426e-05,0.0350624
3,15.7337,1.20865,0.44615,0.97692,1.36152,9.02384e-05,9.02384e-05,0.00209024
4,20.6818,1.11652,0.46154,0.98462,1.37188,8.812e-05,8.812e-05,8.812e-05
5,27.3279,1.0238,0.48462,0.97692,1.23535,8.416e-05,8.416e-05,8.416e-05
6,31.4794,0.95091,0.48462,0.98462,1.13916,8.02e-05,8.02e-05,8.02e-05
7,35.5019,0.84365,0.49231,0.97692,1.66641,7.624e-05,7.624e-05,7.624e-05
8,39.5681,0.81948,0.47692,0.97692,1.25889,7.228e-05,7.228e-05,7.228e-05
9,43.5817,0.74846,0.52308,0.97692,1.19609,6.832e-05,6.832e-05,6.832e-05
10,48.4981,0.67596,0.50769,0.98462,1.62949,6.436e-05,6.436e-05,6.436e-05
11,52.8089,0.70484,0.51538,0.97692,1.33438,6.04e-05,6.04e-05,6.04e-05
12,59.8115,0.63586,0.51538,0.98462,1.2791,5.644e-05,5.644e-05,5.644e-05
13,64.5326,0.60584,0.53846,0.98462,1.33711,5.248e-05,5.248e-05,5.248e-05
14,69.1987,0.56517,0.52308,0.98462,1.42109,4.852e-05,4.852e-05,4.852e-05
15,73.7027,0.50523,0.50769,0.97692,1.2792,4.456e-05,4.456e-05,4.456e-05
16,80.5679,0.51131,0.5,0.99231,1.37695,4.06e-05,4.06e-05,4.06e-05
17,85.5921,0.44697,0.49231,0.99231,1.59648,3.664e-05,3.664e-05,3.664e-05
18,90.2975,0.42279,0.49231,0.99231,1.28926,3.268e-05,3.268e-05,3.268e-05
