epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,9.75353,1.8664,0.2,0.87692,1.82695,2.50116e-05,2.50116e-05,0.0806311
2,13.6163,1.83765,0.21538,0.90769,1.87363,4.74617e-05,4.74617e-05,0.0606535
3,16.8334,1.8298,0.23846,0.92308,1.82344,6.65172e-05,6.65172e-05,0.0406726
4,19.7673,1.78221,0.26923,0.92308,1.79062,8.2178e-05,8.2178e-05,0.0206882
5,23.6749,1.78864,0.27692,0.92308,1.78105,9.44443e-05,9.44443e-05,0.000700505
6,29.507,1.75105,0.30769,0.93077,1.66777,8.65336e-05,8.65336e-05,8.65336e-05
7,33.4854,1.73896,0.36154,0.93077,1.66367,7.80471e-05,7.80471e-05,7.80471e-05
8,36.7522,1.71113,0.33846,0.93077,1.63887,6.95606e-05,6.95606e-05,6.95606e-05
9,39.8385,1.68402,0.38462,0.93077,1.61133,6.10741e-05,6.10741e-05,6.10741e-05
10,45.3308,1.66079,0.38462,0.93077,1.58828,5.25875e-05,5.25875e-05,5.25875e-05
11,48.6772,1.62913,0.39231,0.93077,1.51895,4.4101e-05,4.4101e-05,4.4101e-05
12,52.9681,1.60154,0.39231,0.93077,1.62031,3.56145e-05,3.56145e-05,3.56145e-05
13,57.3243,1.61217,0.41538,0.93077,1.5084,2.7128e-05,2.7128e-05,2.7128e-05
14,61.5811,1.61155,0.40769,0.93077,1.63437,1.86415e-05,1.86415e-05,1.86415e-05
15,67.2297,1.60209,0.39231,0.93077,1.59414,1.01549e-05,1.01549e-05,1.01549e-05
